timestamp,/sys/class/thermal/thermal_zone0/temp,/sys/devices/system/cpu/cpu0/cpufreq/cpuinfo_cur_freq,/sys/devices/platform/cpu-throttle-alert/thermal_trip_event,/sys/class/thermal/thermal_zone1/temp,/sys/class/devfreq/17000000.gpu/cur_freq,/sys/devices/platform/gpu-throttle-alert/thermal_trip_event
2025-09-29T16:00:01+09:00,83781,2201600,0,78718,1300500000,0
2025-09-29T16:00:11+09:00,83593,2201600,0,78718,1300500000,0
2025-09-29T16:00:21+09:00,83625,2201600,0,79156,1300500000,0
2025-09-29T16:00:31+09:00,83843,2201600,0,78718,1300500000,0
2025-09-29T16:00:41+09:00,83968,2201600,0,78843,1300500000,0
2025-09-29T16:00:51+09:00,83906,2201600,0,79062,1300500000,0
2025-09-29T16:01:01+09:00,84062,2201600,0,79125,1300500000,0
2025-09-29T16:01:11+09:00,83968,2201600,0,79125,1300500000,0
2025-09-29T16:01:21+09:00,84250,2201600,0,79187,1300500000,0
2025-09-29T16:01:31+09:00,84062,2201600,0,79281,1300500000,0
2025-09-29T16:01:41+09:00,84031,2201600,0,79312,1300500000,0
2025-09-29T16:01:51+09:00,84375,2201600,0,79343,1300500000,0
2025-09-29T16:02:01+09:00,84062,2201600,0,79281,1300500000,0
2025-09-29T16:02:11+09:00,84375,2201600,0,79312,1300500000,0
2025-09-29T16:02:21+09:00,84218,2201600,0,79343,1300500000,0
2025-09-29T16:02:31+09:00,84281,2201600,0,79406,1300500000,0
2025-09-29T16:02:41+09:00,84406,2201600,0,79312,1300500000,0
2025-09-29T16:02:51+09:00,84343,2201600,0,79718,1300500000,0
2025-09-29T16:03:01+09:00,84375,2201600,0,79875,1300500000,0
2025-09-29T16:03:11+09:00,84625,2201600,0,79468,1300500000,0
2025-09-29T16:03:21+09:00,84750,2201600,0,79500,1300500000,0
2025-09-29T16:03:31+09:00,84531,2201600,0,79531,1300500000,0
2025-09-29T16:03:41+09:00,84531,2201600,0,79625,1300500000,0
2025-09-29T16:03:51+09:00,84843,2201600,0,79625,1300500000,0
2025-09-29T16:04:01+09:00,84812,2201600,0,79718,1300500000,0
2025-09-29T16:04:11+09:00,84656,2201600,0,79781,1300500000,0
2025-09-29T16:04:21+09:00,85000,2201600,0,79781,1300500000,0
2025-09-29T16:04:31+09:00,84750,2201600,0,79843,1300500000,0
2025-09-29T16:04:41+09:00,84968,2201600,0,79937,1300500000,0
